direction,relation,relex_relcos,sentence,term1,term2
SUSCEPTIBLE GRAM NEGATIVE BACTERIA causes GRAM NEGATIVE BACILLARY BACTEREMIA,causes,1.0,1  Treatment of GRAM NEGATIVE BACILLARY BACTEREMIA caused by SUSCEPTIBLE GRAM NEGATIVE BACTERIA; used in conjunction with another suitable anti infective.,GRAM NEGATIVE BACILLARY BACTEREMIA,SUSCEPTIBLE GRAM NEGATIVE BACTERIA
ERGOT causes ERGOT POISONING,causes,0.486664263392288,ERGOT POISONING    SEE: under   poisoning    ergotrate    (              audio )  An active principle isolated from ERGOT,ERGOT POISONING,ERGOT
no_relation,causes,0.5669467095138411,"Abdominal pain related to serositis, vasculitis, or panniculitis may occur with SLE Physical exam  Musculoskeletal exam  ARTHRITIS is a feature of both SLE and WG Physical exam  Peripheral vascular exam  Asymmetry of pulses or the presence of vascular bruits may suggest vasculitis or large vessel arterial disease.",ARTHRITIS,SLE
VIRUSES causes ARTHROPOD BORNE VIRAL DISEASE,causes,0.995893206467704,fever with renal syndrome     An ARTHROPOD BORNE VIRAL DISEASE caused by Hanta virus or related VIRUSES,ARTHROPOD BORNE VIRAL DISEASE,VIRUSES
THERMOPHILIC ACTINOMYCETES causes FARMER'S LUNG,causes,0.9918365981341758,Antigens are commonly categorized by type and occupation (see  Table 55 4 ); FARMER'S LUNG caused by inhalation of hay dust containing THERMOPHILIC ACTINOMYCETES is the prototype.,FARMER'S LUNG,THERMOPHILIC ACTINOMYCETES
no_relation,causes,0.781133465884943,"KERATOUVEITIS    Inflammation of both the cornea and the uveal tract (i.e., of both the CORNEA and the iris, ciliary body, and choroid.",CORNEA,KERATOUVEITIS
ANTIBIOTIC ASSOCIATED DIARRHEA causes DIARRHEA,causes,0.7947194142390258,"1 ,   19 ,   20 ,   21 ,   22 ,   23    C. difficile  associated diarrhea and colitis (CDAD; also known as ANTIBIOTIC ASSOCIATED DIARRHEA and colitis or pseudomembranous colitis) has been reported with nearly all anti infectives and may range in severity from mild DIARRHEA to fatal colitis.",DIARRHEA,ANTIBIOTIC ASSOCIATED DIARRHEA
no_relation,causes,0.9901475429766742,"• Ask about: ◊ Abdominal or flank pain ◊ Episodes of HEMATURIA ◊ Symptoms suggesting possible metastatic disease, including: — Cough — Fever or night sweats — Weight loss — Bone pain — Fatigue ◊ A close family history of RCC may suggest a genetic predilection • See table  History and Physical Examination Elements for RCC",HEMATURIA,RCC
no_relation,causes,0.8660254037844392,"Some patients go on to develop LATE STAGE ROSACEA characterized by coarse tissue hyperplasia of the cheeks and nose (RHINOPHYMA caused by tissue inflammation, collagen deposition, and sebaceous gland hyperplasia.",RHINOPHYMA,LATE STAGE ROSACEA
no_relation,causes,0.696310623822791,"HRT is contraindicated in women who smoke or in women with a history of an ESTROGEN DEPENDENT BREAST CANCER endometrial cancer, THROMBOEMBOLIC DISEASE acute liver disease, and vaginal bleeding of unknown cause.",THROMBOEMBOLIC DISEASE,ESTROGEN DEPENDENT BREAST CANCER
BRUCELLA MELITENSIS causes BRUCELLOSIS,causes,0.99654575824488,26  Brucellosis  Treatment of BRUCELLOSIS caused by  BRUCELLA MELITENSIS.,BRUCELLOSIS,BRUCELLA MELITENSIS
no_relation,causes,0.468521285665818,"1]  Livelli FD Jr, Johnson RA, McEnany MT, Sherman E, Newell J, BLOCK PC et al. Unexplained in hospital FEVER following cardiac surgery.",FEVER,BLOCK PC
MUSCLE CONTRACTIONS (MYOCLONIC SEIZURES) causes RAGGED RED FIBERS,causes,0.977355554850442,"Myoclonic epilepsy with ragged red fibers (MERRF):  This is a progressive disease characterized by uncontrolled MUSCLE CONTRACTIONS (MYOCLONIC SEIZURES), dementia, ataxia and myopathy, which shows RAGGED RED FIBERS (indicating mitochondrial proliferation) with specialized stains when biopsied.",MUSCLE CONTRACTIONS (MYOCLONIC SEIZURES),RAGGED RED FIBERS
no_relation,causes,0.50709255283711,"POSTINFLAMMATORY HYPERPIGMENTATION pityriasis rosea, lichen planus, fixed drug eruption, Addison disease, pinta, syphilis, macular amyloidosis, HEMOCHROMATOSIS and argyria must be distinguished from EDP.",POSTINFLAMMATORY HYPERPIGMENTATION,HEMOCHROMATOSIS
PHN causes DERMATOMAL PAIN,causes,1.0,"Patients with PHN experience a continuous burning DERMATOMAL PAIN on which brief, lancinating pains may be superimposed.",DERMATOMAL PAIN,PHN
no_relation,causes,0.7624928516630229,"Again, it is easier to inform and instruct parents once they have been reassured that their child's FEBRILE SEIZURE does not mean that he or she has EPILEPSY",FEBRILE SEIZURE,EPILEPSY
no_relation,causes,0.8082903768654759,"Organomegaly may reflect a failure in substrate degradation resulting in substrate accumulation within the organ cells (eg, HEPATOMEGALY in hepatic forms of GSD and many lysosomal storage diseases, cardiomegaly in GSD TYPE II",HEPATOMEGALY,GSD TYPE II
CALYMMATOBACTERIUM GRANULOMATIS causes GRANULOMA INGUINALE,causes,0.9128709291752768,102  Granuloma Inguinale (Donovanosis)  Treatment of GRANULOMA INGUINALE (donovanosis) caused by  CALYMMATOBACTERIUM GRANULOMATIS,GRANULOMA INGUINALE,CALYMMATOBACTERIUM GRANULOMATIS
DEFICIENCY causes HEREDITARY FRUCTOSE INTOLERANCE,causes,0.99654575824488,Fructose 1 phosphate aldolase (aldolase B) deficiency:  This DEFICIENCY causes the clinical syndrome of HEREDITARY FRUCTOSE INTOLERANCE,DEFICIENCY,HEREDITARY FRUCTOSE INTOLERANCE
no_relation,causes,0.824957911384306,1 •  Do not resume ALOSETRON in patients who develop ISCHEMIC COLITIS,ISCHEMIC COLITIS,ALOSETRON
FIBROMYALGIA causes PAIN,causes,0.9878291611472622,"• FIBROMYALGIA characterized by widespread PAIN and multiple tender points, occurs mostly among women (90% of the cases) and is most commonly seen in the 40 to 60 age group.",PAIN,FIBROMYALGIA
BABESIA MICROTI causes BABESIOSIS,causes,0.9838699100999068,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
COMPLEX REGIONAL PAIN SYNDROME causes PAIN,causes,0.923380516876639,COMPLEX REGIONAL PAIN SYNDROME sometimes involves sympathetically maintained PAIN,PAIN,COMPLEX REGIONAL PAIN SYNDROME
no_relation,causes,0.486664263392288,"• In determining etiology, first separate hemolytic anemias from nonhemolytic anemias, and then separate IRON DEFICIENCY ANEMIA from NON IRON DEFICIENCY ANEMIAS",NON IRON DEFICIENCY ANEMIAS,IRON DEFICIENCY ANEMIA
no_relation,causes,0.707106781186548,"It also interferes with glucose uptake of the organism.[28]  [edit] Special circumstances in management therapy [edit] Drug use during pregnancy and lactation  Pregnant patients who are infected but asymptomatic are advised not to receive treatment for GIARDIA because there are underlying risks in current therapies.[28] For instance, METRONIDAZOLE is rapidly absorbed and easily enters fetal circulation.",GIARDIA,METRONIDAZOLE
no_relation,causes,0.42426406871192895,"Exclusion criteria were IgM anticardiolipin antibodies only; clinically significant bleeding diathesis; intracranial hemorrhage, stroke, or gastrointestinal bleeding in the previous 3 months; contraindication to warfarin; objectively confirmed recurrent thrombosis while receiving WARFARIN (target international normalized ratio [INR] ≥ 2.0); pregnancy or planning PREGNANCY; or geographic location that would prevent follow up.",PREGNANCY,WARFARIN
no_relation,causes,0.338061701891407,"With α methyldopa type AIHA, hemolysis usually ceases within 3 wk; however, a positive Coombs' test may persist for > 1 yr. With HAPTEN MEDIATED AIHA HEMOLYSIS ceases when the drug is cleared from the plasma.",HEMOLYSIS,HAPTEN MEDIATED AIHA
no_relation,causes,0.781133465884943,"40,41   In GSS, which is transmitted as an autosomal dominant trait, the affected persons develop ATAXIA followed by dementia; patients with FFI are unable to sleep.",ATAXIA,FFI
no_relation,causes,0.312771621085612,Patients should be screened for TB with a chest x ray or PPD,TB,PPD
CHLAMYDIA PSITTACI causes ORNITHOSIS,causes,0.9761870601839532,Chlamydial Infections  Treatment of psittacosis   +    (ORNITHOSIS caused by  CHLAMYDIA PSITTACI,ORNITHOSIS,CHLAMYDIA PSITTACI
no_relation,causes,0.3779644730092271,"Abdominal pain related to serositis, vasculitis, or panniculitis may occur with SLE Physical exam  Musculoskeletal exam  ARTHRITIS is a FEATURE OF BOTH SLE AND WG PHYSICAL exam  Peripheral vascular exam  Asymmetry of pulses or the presence of vascular bruits may suggest vasculitis or large vessel arterial disease.",ARTHRITIS,FEATURE OF BOTH SLE AND WG PHYSICAL
no_relation,causes,0.5,"• Management in PV should be individualized by age, the presence or absence of risk factors for THROMBOSIS and childbearing potential.",THROMBOSIS,PV
VIRUS OR RELATED VIRUSES causes ARTHROPOD BORNE VIRAL DISEASE,causes,0.9950371902099888,fever with renal syndrome     An ARTHROPOD BORNE VIRAL DISEASE caused by hanta VIRUS OR RELATED VIRUSES,ARTHROPOD BORNE VIRAL DISEASE,VIRUS OR RELATED VIRUSES
PRODUCTION OF BOTULINUM TOXIN IN THE COLON causes BOTULISM,causes,1.0,BOTULISM caused BY PRODUCTION OF BOTULINUM TOXIN IN THE COLON following ingestion of spores of  Clostridium botulinum.,BOTULISM,PRODUCTION OF BOTULINUM TOXIN IN THE COLON
DUST CONTAINING THERMOPHILIC ACTINOMYCETES causes FARMER'S LUNG,causes,1.0,Antigens are commonly categorized by type and occupation (see  Table 55 4  FARMER'S LUNG caused by inhalation of hay dust containing THERMOPHILIC ACTINOMYCETES is the prototype.,FARMER'S LUNG,DUST CONTAINING THERMOPHILIC ACTINOMYCETES
ANTIBIOTIC ASSOCIATED DIARRHEA causes SEVERITY FROM MILD DIARRHEA,causes,0.8620436566990359,"1 ,   19 ,   20 ,   21 ,   22 ,   23    C. difficile  associated diarrhea and colitis (CDAD; also known as ANTIBIOTIC ASSOCIATED DIARRHEA and colitis or pseudomembranous colitis) has been reported with nearly all anti infectives and may range in SEVERITY FROM MILD DIARRHEA to fatal colitis.",SEVERITY FROM MILD DIARRHEA,ANTIBIOTIC ASSOCIATED DIARRHEA
no_relation,causes,0.4574957109978139,"• About 80% of stones contain calcium, and about 80% OF CALCIUM STONES are composed mostly of calcium oxalate; the rest are CALCIUM PHOSPHATE",80% OF CALCIUM STONES,CALCIUM PHOSPHATE
no_relation,causes,0.36115755925730697,"• Hypoglycemia and respiratory depression were reported in a newborn whose mother received 160 mg of PROPRANOLOL during pregnancy, labor, and delivery for a SUPRAVENTRICULAR TACHYCARDIA",SUPRAVENTRICULAR TACHYCARDIA,PROPRANOLOL
MYOCLONIC SEIZURES causes RAGGED RED FIBERS,causes,0.966736489045664,"Myoclonic epilepsy with ragged red fibers (MERRF):  This is a progressive disease characterized by uncontrolled muscle contractions (MYOCLONIC SEIZURES) dementia, ataxia, and myopathy, which shows RAGGED RED FIBERS (indicating mitochondrial proliferation) with specialized stains when biopsied.",MYOCLONIC SEIZURES,RAGGED RED FIBERS
no_relation,causes,0.50709255283711,"Organomegaly may reflect a failure in substrate degradation resulting in substrate accumulation within the ORGAN CELLS (EG) HEPATOMEGALY IN HEPATIC FORMS of GSD and many lysosomal storage diseases, CARDIOMEGALY IN GSD TYPE II",ORGAN CELLS (EG) HEPATOMEGALY IN HEPATIC FORMS,CARDIOMEGALY IN GSD TYPE II
DRUG CONCENTRATIONS causes DRUG TOXICITY,causes,0.963086824686154,• Rewarming may unintentionally increase DRUG CONCENTRATIONS producing DRUG TOXICITY,DRUG TOXICITY,DRUG CONCENTRATIONS
no_relation,causes,0.8366600265340759,COMPLEX REGIONAL PAIN SYNDROME sometimes INVOLVES SYMPATHETICALLY MAINTAINED PAIN,INVOLVES SYMPATHETICALLY MAINTAINED PAIN,COMPLEX REGIONAL PAIN SYNDROME
no_relation,causes,0.9282791216329142,"Common features of TTP and HUS include microangiopathic hemolytic anemia, THROMBOCYTOPENIA and the presence of platelet fibrin thrombi in the small vessels.",THROMBOCYTOPENIA,TTP
MEGALOBLASTOSIS causes PANCYTOPENIA,causes,0.99654575824488,"Other conditions that cause PANCYTOPENIA include hypoplastic myelodysplastic syndrome, acute leukemia, MEGALOBLASTOSIS and large granular lymphocytic leukemia.",PANCYTOPENIA,MEGALOBLASTOSIS
no_relation,causes,0.609994281330419,"• Avoid using PODOPHYLLIN podophyllotoxin, and imiquimod during PREGNANCY",PREGNANCY,PODOPHYLLIN
OVARIAN HYPERSTIMULATION SYNDROME causes POTENTIALLY LIFE THREATENING ASCITES AND HYPOVOLEMIA,causes,0.980196058819607,"OVARIAN HYPERSTIMULATION SYNDROME occurs in 10 to 20% of patients; ovaries can become massively enlarged, and intravascular fluid volume shifts into the peritoneal space, causing POTENTIALLY LIFE THREATENING ASCITES AND HYPOVOLEMIA.",POTENTIALLY LIFE THREATENING ASCITES AND HYPOVOLEMIA,OVARIAN HYPERSTIMULATION SYNDROME
PLASMODIUM FALCIPARUM causes UNCOMPLICATED MALARIA,causes,0.970142500145332,BACKGROUND : Quinine is only FDA approved for the treatment of UNCOMPLICATED MALARIA caused by the parasite PLASMODIUM FALCIPARUM primarily in travelers returning from malaria endemic areas.,UNCOMPLICATED MALARIA,PLASMODIUM FALCIPARUM
no_relation,causes,0.848874687627165,"28  CYTOMEGALOVIRUS  Although CYTOMEGALIC INCLUSION DISEASE of infants was recognized as a clinical entity at the turn of the 20th century, the etiologic agent, CMV, was not isolated until the mid 1950s.",CYTOMEGALIC INCLUSION DISEASE,CYTOMEGALOVIRUS
ANAPLASMA PHAGOCYTOPHILA causes HUMAN GRANULOCYTIC EHRLICHIOSIS,causes,0.9784921095801627,"I. scapularis  is also a vector for  ANAPLASMA PHAGOCYTOPHILA , which causes HUMAN GRANULOCYTIC EHRLICHIOSIS [  see 7:XVII Infections Due to   Rickettsia, Ehrlichia,  and  Coxiella], and  Babesia microti , which causes babesiosis [  see 7:XXXIV Protozoan Infections.",HUMAN GRANULOCYTIC EHRLICHIOSIS,ANAPLASMA PHAGOCYTOPHILA
LONG TERM LEAD EXPOSURE causes SATURNINE GOUT,causes,0.8908708063747479,"91   93   LONG TERM LEAD EXPOSURE can result in chronic tubulointerstitial nephritis and renal insufficiency, hypertension, and SATURNINE GOUT from reduced renal excretion of uric acid.",SATURNINE GOUT,LONG TERM LEAD EXPOSURE
no_relation,causes,0.351123441588392,"CONCLUSION  In patients with atrial fibrillation, dabigatran, 150 mg twice daily, reduced risk for STROKE or systemic embolism more than WARFARIN and had similar rates of major hemorrhage.",STROKE,WARFARIN
no_relation,causes,0.528270543795374,"This study excluded the 25% to 35% of patients with MIGRAINE who usually become severely incapacitated by the headache and the indeterminate number of persons who develop rebound HEADACHE that is often attributed to the overenthusiastic use of nonprescription drugs that contain caffeine (1, 2.",HEADACHE,MIGRAINE
no_relation,causes,0.620173672946042,"182 ,   183 ,   184 ,   185 ,   188 ,   189 ,   190 ,   191 ,   192 ,   194 ,   b   Risk of major congenital malformations is substantially increased with use of VALPROIC ACID compared with other antiepileptic drugs during PREGNANCY",PREGNANCY,VALPROIC ACID
no_relation,causes,0.956182887467515,Ectopic Pregnancy  Consider the possibility of ectopic pregnancy if PREGNANCY or severe abdominal pain occurs in women using MEDROXYPROGESTERONE CONTRACEPTION.,PREGNANCY,MEDROXYPROGESTERONE CONTRACEPTION
no_relation,causes,0.35218036253025004,"Low dose MORPHINE may blunt the medullary response to CO 2  retention or O 2  decline, reducing DYSPNEA and decreasing anxiety without causing significant respiratory depression.",DYSPNEA,MORPHINE
ADRENAL CARCINOMA causes RAPID ONSET VIRILIZATION,causes,0.866921446863011,"ADRENAL CARCINOMA often presents with RAPID ONSET VIRILIZATION; it is often associated with systemic symptoms such as fatigue, weakness, and weight loss.",RAPID ONSET VIRILIZATION,ADRENAL CARCINOMA
no_relation,causes,0.7337993857053431,Inflammation of the NASAL MUCOUS MEMBRANE marked by hypertrophy of the MUCOUS MEMBRANE of the turbinates and the septum.,NASAL MUCOUS MEMBRANE,MUCOUS MEMBRANE
INFLUENZA A OR B causes INFECTION,causes,0.455842305838552,These agents have an impact on the duration of INFECTION with either INFLUENZA A OR B virus.,INFECTION,INFLUENZA A OR B
no_relation,causes,0.9491579957524988,Eclampsia is unexplained generalized SEIZURES in patients with preECLAMPSIA.,SEIZURES,ECLAMPSIA
VIRUSES causes COLDS,causes,0.997054485501582,Infections produce a typical coryzal illness that is indistinguishable from COLDS caused by other VIRUSES,COLDS,VIRUSES
CROHN'S DISEASE causes DIARRHEA,causes,0.964236519799838,"CROHN'S DISEASE  Presenting symptoms can include DIARRHEA (with or without blood), fever, weight loss, fatigue and abdominal pain  History, chronicity of symptoms, and colonoscopic exam with biopsy may differentiate the disorders.",DIARRHEA,CROHN'S DISEASE
CAMPYLOBACTER causes CAMPYLOBACTER INFECTIONS,causes,0.813788458771159,i  CAMPYLOBACTER INFECTIONS  Treatment of infections caused by  CAMPYLOBACTER,CAMPYLOBACTER INFECTIONS,CAMPYLOBACTER
no_relation,causes,0.929669680201368,Symptoms and Signs  SCHISTOSOME DERMATITIS is a pruritic papular rash where the cercariae penetrate the skin (see also Dermatitis Caused by AVIAN AND ANIMAL SCHISTOSOMES below) in previously sensitized people.,SCHISTOSOME DERMATITIS,AVIAN AND ANIMAL SCHISTOSOMES
ANAPLASTIC ASTROCYTOMAS causes NUCLEAR ATYPIA,causes,0.9931270663228408,ANAPLASTIC ASTROCYTOMAS are characterized by NUCLEAR ATYPIA and mitotic activity.,NUCLEAR ATYPIA,ANAPLASTIC ASTROCYTOMAS
STREPTOCOCCI causes STREPTOCOCCAL INFECTIONS,causes,0.615587011251092,"Uses  Staphylococcal and STREPTOCOCCAL INFECTIONS  Treatment of serious infections caused by susceptible staphylococci,  Streptococcus pneumoniae , and other STREPTOCOCCI",STREPTOCOCCAL INFECTIONS,STREPTOCOCCI
ENDOMETRIAL CARCINOMA causes POSTMENOPAUSAL BLEEDING,causes,0.9918365981341758,Evidence: • POSTMENOPAUSAL BLEEDING is the most frequent presenting symptom of ENDOMETRIAL CARCINOMA ( 35.,POSTMENOPAUSAL BLEEDING,ENDOMETRIAL CARCINOMA
